em,code,signalDate,rank,rank20,median5,medianPrev5,medianPrev10,entryDate,entryOpen,signalClose,prev5,prev10,amountRatio,turnover5,exitDate5,ret5,exitDate10,ret10,exitDate20,ret20,boardCount,hasStrongBoard,hasStrongIndustry,hasStrongConcept,bestBoardType,bestBoardCode,bestBoardName,bestBoardRet5,bestBoardRet10,bestBoardAmountRatio,bestBoardScoreRankPct
SZ300300,300300,2026-05-13,598,1214,844,1313,1400,2026-05-14,13.8,13.93,0.0934065934065933,0.12338709677419346,1.2475061661528848,14.190000000000001,2026-05-20,-0.13695652173913042,2026-05-27,-0.3007246376811594,2026-06-10,-0.3673913043478261,21,true,true,true,concept,BK0922,数据中心,0.06453767533302246,0.0998316030693378,1.465940359756661,0.15825688073394495
SZ300322,300322,2026-05-13,635,1449,1281,1741,1935.5,2026-05-14,34.5,34.1,0.10534846029173428,0.10213316095669045,1.2088463432902412,9.802000000000001,2026-05-20,-0.11101449275362318,2026-05-27,-0.03913043478260869,2026-06-10,-0.18463768115942036,31,true,true,true,concept,BK0917,半导体概念,0.09421691172498736,0.16229573413305598,1.5906003189215547,0.04357798165137615
SZ300576,300576,2026-05-13,793,1911,793,2298,2239.5,2026-05-14,36.9,37.15,0.08784773060029294,0.09748892171344159,1.783187412363011,7.138,2026-05-20,0.10406504065040667,2026-05-27,0.11544715447154474,2026-06-10,0.18238482384823862,12,true,true,true,industry,BK1332,电子化学品Ⅲ,0.12016913403111573,0.18459951753312587,1.536498454481356,0.01680672268907563
SZ300900,300900,2026-05-13,446,702,446,610,726.5,2026-05-14,51,48.3,0.06364236952213176,0.1227336122733611,1.0850763465978464,16.07,2026-05-20,-0.19803921568627458,2026-05-27,-0.2731372549019607,2026-06-10,-0.3550980392156863,14,true,true,true,concept,BK1184,人形机器人,0.06058711301364372,0.09983872844863417,1.6252494583094912,0.1559633027522936
SZ301189,301189,2026-05-13,518,1608,1199,1462,1717,2026-05-14,67.24,66.54,0.0831841119973955,0.1405553651011313,1.529741890715296,10.120000000000001,2026-05-20,-0.001487209994051053,2026-05-27,0.04952409280190362,2026-06-10,0.07525282569898883,10,true,true,true,industry,BK1201,电子,0.09321249345324145,0.15852593003110504,1.5046068809050732,0.06722689075630252
SZ301232,301232,2026-05-13,669,921,719,841,1209,2026-05-14,173.56,173.85,0.088944566238647,0.14752475247524743,1.233610455373171,17.041999999999998,2026-05-20,-0.13603364830606135,2026-05-27,-0.195840055312284,2026-06-10,-0.3221364369670431,14,true,true,true,concept,BK1059,百元股,0.08386518754152505,0.15125691006490394,1.5293155641848957,0.05733944954128441
SH600967,600967,2026-05-12,514,2103,1252,2364,2243.5,2026-05-13,14.58,14.74,0.04539007092198588,0.008898015058179443,1.5699709690832566,1.736,2026-05-19,-0.050754458161865634,2026-05-26,-0.09807956104252402,2026-06-09,-0.1920438957475995,21,true,true,true,concept,BK1184,人形机器人,0.07356790715937334,0.08253551023101591,1.6197245047026643,0.12155963302752294
SH601636,601636,2026-05-12,537,880,896,1613,1245.5,2026-05-13,6.6,6.68,0.07395498392282951,0.1283783783783783,1.7422440519164306,4.136,2026-05-19,-0.037878787878787845,2026-05-26,0.05909090909090908,2026-06-09,0.07272727272727275,13,true,true,true,concept,BK0891,国产芯片,0.0826820313720873,0.11316042066605458,1.6055046004907727,0.07110091743119266
SZ000400,000400,2026-05-12,415,778,552,861,878.5,2026-05-13,26.83,27.03,0.08249899879855827,0.04242190512919408,1.1662774726255687,3.45,2026-05-19,0.014163250093179425,2026-05-26,-0.03727171077152447,2026-06-09,-0.17517704062616468,21,true,true,true,industry,BK1309,电网自动化设备,0.08295827457809946,0.07591077826915016,1.4136939256610113,0.13445378151260504
SZ002289,002289,2026-05-12,656,1207,999,1260,1307,2026-05-13,48.54,46.67,0.2765317286652078,0.47409981048641825,1.8508204835485207,1.016,2026-05-19,-0.16522455706633699,2026-05-26,-0.17099299546765545,2026-06-09,-0.18644416975690148,5,true,true,true,concept,BK1638,最近多板,0.11053241123721924,0.1460191496045784,1.9242893349029715,0.01834862385321101
SZ002459,002459,2026-05-12,868,1231,975,1218,1238,2026-05-13,11,11.12,0.022999080036798514,0.022999080036798514,1.4071407801722062,2.1100000000000003,2026-05-19,-0.07363636363636372,2026-05-26,-0.13909090909090904,2026-06-09,-0.24363636363636365,13,true,false,true,concept,BK0918,特高压,0.08191939753002919,0.0693700324288189,1.348763458948574,0.14220183486238533
SH603011,603011,2026-05-11,958,1300,905,1567,1529.5,2026-05-12,22.21,22.24,0.09718796250616668,0,1.1613424430611263,3.9840000000000004,2026-05-18,-0.07474110760918506,2026-05-25,-0.10715893741557869,2026-06-08,0.33588473660513274,20,true,true,true,concept,BK0917,半导体概念,0.11654594378660321,0.11201567408708568,1.6699967584260758,0.03211009174311927
SZ002126,002126,2026-05-11,978,1586,1104,1354,1629,2026-05-12,47.36,47.08,0.010083673031538343,-0.012169534200587417,1.2373456306301789,3.306,2026-05-18,0.10388513513513509,2026-05-25,0.22233952702702697,2026-06-08,0.010979729729729826,33,true,true,true,concept,BK0710,量子科技,0.10343425855700028,0.0680851288578801,1.4979184703519552,0.08027522935779817
SZ002603,002603,2026-05-11,913,2210,1195,1450,1617.5,2026-05-12,17.15,17.24,0.04675166970248945,0.07817385866166338,1.4647651371061652,1.6239999999999999,2026-05-18,-0.07580174927113692,2026-05-25,-0.09737609329446051,2026-06-08,-0.14868804664723023,20,true,false,true,concept,BK0641,智能穿戴,0.08925242772294406,0.07474160575605304,1.4708176075535926,0.11697247706422019
SZ002815,002815,2026-05-11,571,1031,943,1518,1184.5,2026-05-12,16.05,16.05,0.13588110403397025,0.019047619047619202,1.625722625482974,6.456,2026-05-18,-0.0261682242990654,2026-05-25,0.04797507788161992,2026-06-08,0.07165109034267902,20,true,true,true,concept,BK1164,AIPC,0.11770732296377662,0.10680795090282791,1.618840970295588,0.034403669724770644
SZ300252,300252,2026-05-11,549,913,498,1365,1167.5,2026-05-12,16.5,16.5,0.09416445623342184,0.06589147286821695,1.5457132430345153,7.934,2026-05-18,-0.012121212121212088,2026-05-25,-0.020606060606060628,2026-06-08,-0.019999999999999907,34,true,true,true,concept,BK0877,PCB,0.11369190498430526,0.12136812893877047,1.371273245733708,0.03669724770642202
SZ300816,300816,2026-05-11,899,3793,1254,1549,2302,2026-05-12,89.17,90.31,0.3273074661963551,0.3243877401378501,1.7195761183593619,7.494,2026-05-18,0.06885723898172036,2026-05-25,-0.04283952001794333,2026-06-08,-0.0994729169003028,10,true,true,true,concept,BK1005,专精特新,0.07791073059749332,0.05725192963711123,1.4197617174058883,0.1926605504587156
SH600489,600489,2026-05-08,699,992,749,1041,1125,2026-05-11,27.8,28.22,0.11673921646220808,0.03521643433602328,1.2596598098821756,1.5100000000000002,2026-05-15,-0.12374100719424463,2026-05-22,-0.1622302158273382,2026-06-05,-0.2014388489208634,17,true,true,true,industry,BK0732,贵金属,0.13226280621898456,0.028144962588388722,1.2657244967539,0.11204481792717087
SH600988,600988,2026-05-08,430,842,665,1037,904.5,2026-05-11,43.23,44.08,0.18974358974358974,0.0015905476028175158,1.1956346843148047,3.868,2026-05-15,-0.13671061762664805,2026-05-22,-0.19430950728660645,2026-06-05,-0.2745778394633356,14,true,true,true,industry,BK0732,贵金属,0.13226280621898456,0.028144962588388722,1.2657244967539,0.11204481792717087
SZ000899,000899,2026-05-08,880,1258,1131,1788,1448,2026-05-11,13.08,13.08,0.08367854183927093,0.034810126582278444,1.0495674439033529,2.988,2026-05-15,-0.0558103975535168,2026-05-22,-0.04357798165137616,2026-06-05,0.006116207951070374,11,true,true,false,industry,BK1377,火力发电,0.04569953385989911,0.06490466830669339,1.4188338634203432,0.3473389355742297
SZ002065,002065,2026-05-08,592,1365,881,1554,1328,2026-05-11,8.85,8.8,0.08108108108108114,0.052631578947368585,1.8425212668028075,1.886,2026-05-15,-0.06440677966101693,2026-05-22,-0.09039548022598853,2026-06-05,-0.17740112994350277,39,true,true,true,concept,BK1134,算力概念,0.09143551615670598,0.09470156887864856,1.3411464956329326,0.06422018348623854
SZ002913,002913,2026-05-08,932,1384,1180,2149,2375.5,2026-05-11,59.3,58.15,0.14445975201731942,0.1446850393700787,1.4874813373732862,3.35,2026-05-15,-0.13001686340640795,2026-05-22,-0.05969645868465434,2026-06-05,-0.12816188870151757,13,true,true,true,concept,BK0877,PCB,0.10686516135992097,0.11710859114587713,1.3522133319127276,0.020642201834862386
