em,code,signalDate,rank,rank20,median5,medianPrev5,medianPrev10,entryDate,entryOpen,signalClose,prev5,prev10,amountRatio,turnover5,exitDate5,ret5,exitDate10,ret10,exitDate20,ret20,boardCount,hasStrongBoard,hasStrongIndustry,hasStrongConcept,bestBoardType,bestBoardCode,bestBoardName,bestBoardRet5,bestBoardRet10,bestBoardAmountRatio,bestBoardScoreRankPct
SZ300031,300031,2026-05-18,533,782,995,2003,1766,2026-05-19,24.55,24.7,0.019818331957060398,0.07298001737619453,1.765845867287732,5.081999999999999,2026-05-25,0.0386965376782078,2026-06-01,-0.0016293279022402407,2026-06-15,0.1124236252545825,21,true,false,true,concept,BK0884,光刻机(胶),0.04815262240687623,0.13367705710066935,1.4884625414669816,0.022675736961451247
SH600021,600021,2026-05-15,790,1033,837,1068,1093.5,2026-05-18,16.41,16.57,-0.053683609366076634,-0.0036079374624172766,1.8925935495300275,2.586,2026-05-22,0.0499695307739183,2026-05-29,0.3351614868982329,2026-06-12,0.0255941499085921,20,true,true,true,industry,BK1377,火力发电,0.046654800139302566,0.09448643661789458,1.9327883040785372,0.06162464985994398
SH600563,600563,2026-05-15,804,1451,961,2058,1551,2026-05-18,130.5,131.67,0.09088649544324756,0.1736340137267136,1.4089613520217081,4.184,2026-05-22,0.3172413793103448,2026-05-29,0.2534865900383143,2026-06-12,0.09578544061302674,17,true,true,true,concept,BK1638,最近多板,0.03705637384371596,0.13960285104889447,1.493393923506053,0.038901601830663615
SZ002119,002119,2026-05-15,409,681,433,699,733.5,2026-05-18,23.2,23.24,0.051583710407239636,0.12433478471214299,1.3769577637745252,11.452,2026-05-22,0.014224137931034608,2026-05-29,-0.008620689655172376,2026-06-12,0.37758620689655187,10,true,true,true,industry,BK1325,半导体材料,0.10784127958438416,0.23018268890728444,1.9753621798337182,0.0028011204481792717
SZ301486,301486,2026-05-15,448,1037,729,1002,1014,2026-05-18,257.33,257.51,0.1230755811417854,0.2693976141181109,1.3076957319361942,15.776,2026-05-22,0.005712509229394369,2026-05-29,-0.007072630474488029,2026-06-12,-0.20141452609489752,13,true,true,true,industry,BK1201,电子,0.03683713848303061,0.1287341606340935,1.5177161101301748,0.06722689075630252
SZ002169,002169,2026-05-14,846,1402,1285,1647,1525.5,2026-05-15,14.27,14.23,0.08212927756653987,0.10739299610894948,1.1306385323387589,4.348,2026-05-21,0.2417659425367904,2026-05-28,0.2733006306937633,2026-06-11,0.049053959355291,18,true,true,true,concept,BK0952,第三代半导体,0.09178596935462924,0.15725837670437448,1.4588886723315386,0.016018306636155607
SZ002962,002962,2026-05-14,408,1206,651,808,1225,2026-05-15,18.98,19.17,0.08305084745762725,0.13633669235328982,1.048826802355115,12.99,2026-05-21,0.03213909378292934,2026-05-28,0.03846153846153855,2026-06-11,0.01264488935721797,9,true,true,true,industry,BK1334,光学元件,0.05355135117659948,0.11872707819589312,1.4304906379569549,0.056022408963585436
SH603296,603296,2026-05-13,414,642,414,558,766.5,2026-05-14,85.58,82.13,0.058649136375354516,0.08122696155871512,1.4774627456012692,3.8659999999999997,2026-05-20,-0.09347978499649456,2026-05-27,-0.11953727506426737,2026-06-10,-0.14886655760691747,22,true,true,true,industry,BK1201,电子,0.09321249345324145,0.15852593003110504,1.5046068809050732,0.06722689075630252
SZ002042,002042,2026-05-13,606,985,954,1099,1522.5,2026-05-14,5.17,5.14,0.011811023622047223,0.01984126984126977,1.5447274060268295,6.4159999999999995,2026-05-20,-0.009671179883945835,2026-05-27,-0.160541586073501,2026-06-10,-0.2727272727272727,16,true,false,true,concept,BK1134,算力概念,0.06532283948663942,0.12060619317533394,1.4189140991071847,0.12844036697247707
SZ002046,002046,2026-05-13,624,1444,667,814,1355,2026-05-14,58.26,59.29,0.06464356257855997,0.14503669370413275,1.6091467179042427,4.044,2026-05-20,-0.12684517679368346,2026-05-27,-0.11757638173704088,2026-06-10,0.012358393408856916,19,true,true,true,concept,BK1638,最近多板,0.10734859651268325,0.1784275850731547,1.844016745391766,0.01834862385321101
