label,count,avg5,median5,win5,avg10,median10,win10,avg20,median20,win20
base_stock_popularity_volume,934,0.008243278119331348,0.0017358901182056297,0.512847965738758,0.015705433559217243,-0.004854397530384191,0.4743040685224839,0.04355326057524173,-0.0049609987540180644,0.4878048780487805
strong_any_board,728,0.0073481347145356,0,0.49862637362637363,0.018255220889653024,-0.004854397530384191,0.4725274725274725,0.053372369752317295,0.0026986490911203864,0.5028328611898017
strong_industry_board,560,0.006531731703911561,0.001388218871565372,0.5089285714285714,0.018365001979358572,-0.0056058630774109,0.475,0.053962921320974376,0.007062500366591062,0.5129151291512916
strong_concept_board,662,0.009149134870808212,0.001388218871565372,0.5075528700906344,0.021242719890462308,-0.0018918509031886077,0.486404833836858,0.056659136713468894,0.007062500366591062,0.5076687116564417
strong_industry_or_concept,728,0.0073481347145356,0,0.49862637362637363,0.018255220889653024,-0.004854397530384191,0.4725274725274725,0.053372369752317295,0.0026986490911203864,0.5028328611898017
