sample,sec,code,name,signalDate,signalRank,rank20,rankRiseFrom20,firstTop100Date,firstTop100Rank,daysToTop100,tradingDaysToTop100,bestFutureRank,bestFutureRankDate,enteredTop100,enteredTop100Within7CalDays,enteredTop100Within14CalDays,enteredTop100Within30CalDays,amountRatio,prev5,ret5,ret10,ret20,bestBoardType,bestBoardName,bestBoardRet5,bestBoardAmountRatio
broad_sector_filter,SZ301377,301377,鼎泰高科,2026-05-21,448,783,335,2026-05-22,26,1,1,26,2026-05-22,True,True,True,True,1.35148588900828,0.14539823008849573,0.4107633587786259,0.5592366412213741,1.2900763358778624,concept,百元股,0.0010985992859102733,1.303019963662425
broad_sector_filter,SH603015,603015,弘讯科技,2026-05-20,762,3970,3208,2026-06-23,89,34,23,89,2026-06-23,True,False,False,False,2.2838190102814404,0.08064516129032251,-0.1170768083519762,-0.13721103653989564,-0.08501118568232668,industry,自动化设备,0.0463682124914484,1.5665297656900679
broad_sector_filter,SH603270,603270,金帝股份,2026-05-20,950,1646,696,,,,,118,2026-06-07,False,False,False,False,2.005729362327531,0.10387323943661975,-0.06270096463022512,-0.11897106109324762,-0.02893890675241162,concept,专精特新,0.002935835509479956,1.2727192036668218
broad_sector_filter,SZ002920,002920,德赛西威,2026-05-20,598,1242,644,2026-05-21,18,1,1,18,2026-05-21,True,True,True,True,1.2964378758854376,-0.09076343072573045,0.16127694859038155,0.01990049751243772,-0.08582089552238803,concept,传感器,0.009053233325622356,1.4188199022868233
broad_sector_filter,SZ300763,300763,锦浪科技,2026-05-20,455,903,448,,,,,118,2026-05-27,False,False,False,False,1.0837609448804215,0.10008814024091661,0.0657051282051282,-0.025284900284900158,-0.16924857549857542,industry,逆变器,0.0708813359299707,1.4662012279464098
broad_sector_filter,SH603305,603305,旭升集团,2026-05-19,538,957,419,,,,,484,2026-05-21,False,False,False,False,1.5595743302192364,0.05156537753222845,-0.024764150943396346,-0.13915094339622647,-0.17216981132075482,concept,人形机器人,0.033943248432880546,1.4780624313259125
broad_sector_filter,SH688627,688627,精智达,2026-05-19,658,2614,1956,,,,,326,2026-06-24,False,False,False,False,2.0799692077909473,0.11625154964499029,0.027857487493333943,-0.11635643363213899,0.2640747606592344,concept,高带宽内存,0.10006073960443862,1.6693590829264675
broad_sector_filter,SZ000543,000543,皖能电力,2026-05-19,443,1878,1435,2026-05-31,98,12,8,98,2026-05-31,True,False,True,True,2.399983046809261,0.06635071090047395,0.01916572717023679,0.07666290868094716,-0.027057497181510515,industry,火力发电,0.054267855617495586,1.9215905189258249
broad_sector_filter,SZ000682,000682,东方电子,2026-05-19,666,1887,1221,,,,,123,2026-06-22,False,False,False,False,1.3695315861892088,0.04670126019273524,0.021382751247327247,-0.026372059871703435,-0.11475409836065575,industry,电网自动化设备,0.026975779642995246,1.393779817985836
broad_sector_filter,SZ002292,002292,奥飞娱乐,2026-05-19,956,1544,588,,,,,603,2026-06-26,False,False,False,False,1.3756998507163367,0.03354037267080745,-0.08606060606060606,-0.10060606060606059,-0.18666666666666665,concept,虚拟现实,0.014805861912675633,1.1807601424161298
broad_sector_filter,SZ300480,300480,光力科技,2026-05-19,507,1210,703,,,,,306,2026-06-24,False,False,False,False,1.7605350871538954,0.09318241642537517,-0.14029126213592236,-0.20558252427184476,-0.11723300970873796,concept,碳化硅,0.07532425826479461,1.651905683760564
broad_sector_filter,SZ300785,300785,值得买,2026-05-19,775,2870,2095,,,,,478,2026-06-01,False,False,False,False,1.060476164653131,0.02547535536274692,-0.17113665389527466,-0.15143222039773774,-0.26874657909140676,concept,互联网服务,0.022015960386563505,1.1961860813337155
broad_sector_filter,SH600143,600143,金发科技,2026-05-18,508,956,448,2026-05-26,67,8,6,67,2026-05-26,True,False,True,True,1.2034002642105381,-0.01802816901408455,-0.01949860724233976,-0.05292479108635095,-0.05292479108635095,industry,改性塑料,0.03086114229685344,1.3792273689191916
broad_sector_filter,SH688082,688082,盛美上海,2026-05-18,411,1025,614,2026-06-17,71,30,22,71,2026-06-17,True,False,False,True,2.4603540011268605,0.11399867653251539,0.3717346158050061,0.1758115641053668,0.7214996174445296,industry,半导体设备,0.11093952402273222,1.833671296949741
broad_sector_filter,SH688249,688249,晶合集成,2026-05-18,778,1701,923,,,,,275,2026-05-25,False,False,False,False,2.387431060333741,0.13453536754507622,0.07624780536744424,0.06420867820416354,0.07223476297968401,industry,集成电路制造,0.030448612192643276,1.5771949439024042
